-,fluxes,reduced_costs
R02222__e_r_,0.004361286967597522,0.004361286967597522
R00139__mito,0.0,0.0
R08183__pero,0.0,0.0
EX_C00205__dra,-11.670756529186228,-11.670756529186228
R01381__cytop,0.0,0.0
R03689__e_r_,0.0,0.0
R06526__e_r_,0.0,0.0
TI3000690_PLAS__plas,0.0,0.0
R01845__chlo,0.2210718202460976,0.2210718202460976
T_5_Deoxyadenosine__chlomem,1.039689072898568e-06,1.039689072898568e-06
R10052__cytop,0.0022465687561450116,0.0022465687561450116
R11892__cytop,0.0,0.0
R08220__e_r_,0.0,0.0
R02272__chlo,-0.00790165154206946,-0.00790165154206946
R02331__chlo,0.0,0.0
CYSPH_RXN__mito,0.0,0.0
R02332__nucl,0.0,0.0
R11895__mito,0.0,0.0
R05223__e_r_,0.0,0.0
R01430__cytop,0.0,0.0
e_Carbohydrate__cytop,0.00100413273282909,0.00100413273282909
R07035__cytop,0.0,0.0
TZ3100001_PLAS__plas,0.0,0.0
R03066__cytop,1.9267128175141836e-06,1.9267128175141836e-06
R01724__cytop,0.0,0.0
R02490__mito,0.0,0.0
R00893__cytop,0.0,0.0
R05165__cytop,0.0,0.0
R08270__chlo,0.0,0.0
T_HMGCOAtm__mitmem,0.0,0.0
EX_C00009__dra,-0.013176179895116854,-0.013176179895116854
R05052__chlo,0.0,0.0
